gene_name	HCM-CSHL-0080-C25-01A	HCM-SANG-0291-C15-85A-01R-A80W-32	HCM-SANG-0265-C18-85A	HCM-CSHL-0160-C18-01B	HCM-SANG-0269-C18-85A-01R-A80W-32
HS3ST3A1	239	0	1	61	0
GDPD1	172	236	95	81	938
NUS1	1265	2691	1186	1428	3049
SEMA3D	226	0	15	75	2
PPP2R5E	2769	2608	1766	1760	2536
ASB17	2	0	0	4	0
GRAP	20	5	19	7	0
SLC5A10	9	3	9	17	5
AK5	75	7	19	72	5
CABYR	251	112	69	117	9
IMPACT	1946	2864	2181	620	463
ANKRD29	126	81	290	310	5
SDHAF4	298	964	649	135	4493
CHST9	106	0	5	10	0
THY1	5717	0	16	1116	0
DNAAF1	17	15	14	19	33
C16orf74	97	92	121	17	165
TBCEL	1106	0	262	950	269
JPH3	33	2	8	26	9
ANKH	4475	2086	3122	3439	2635
OTULIN	1728	487	2246	2402	903
UBASH3B	2063	404	1662	536	111
ROBO4	244	0	1	129	0
ROBO3	246	109	9	70	43
PANX3	2	0	2	2	0
TBRG1	1152	592	2020	698	1538
NRGN	20	187	73	26	151
RETREG1	338	534	394	687	770
CDH12	7	0	1	13	17
GPR15	41	2	0	65	0
TOMM70	2249	6374	5424	3391	5915
ABI3BP	328	25	36	776	19
ANGPT1	76	0	2	190	0
CYP4Z2P	0	0	1	8	0
PITPNC1	961	452	893	636	345
CC2D1B	1717	1214	776	875	352
CERS3	4	2	2	8	7
PRKCA	2871	7237	2201	2190	768
LRRK1	3597	1550	893	1617	383
CEP112	501	45	101	541	31
GAL3ST2	18	1	4	77	17
ABCA9	486	46	4	247	2
ABCA6	935	35	6	657	5
ABCA10	247	2398	33	402	2
ABCA5	934	321	142	3109	109
ENPP3	28	1	290	164	154
C4orf19	1322	523	955	493	83
UCHL1	246	1	40	99	87
MIA3	4307	3743	4448	2642	1227
DISP1	799	507	473	337	392
TNIK	1404	7886	5650	1011	1009
TDH	7	2	0	4	0
FAM167A	179	379	16	57	0
NEIL2	430	4618	422	192	189
PGM5	161	25	43	227	14
WNT3A	2	0	6	6	5
OBSCN	715	269	1777	613	369
LONRF1	773	237	319	682	411
TRIM11	767	1266	1379	695	766
ENAH	7520	6308	3088	3859	2498
PPP1R3A	0	0	0	12	0
CCSAP	477	493	1098	877	709
ASZ1	0	0	0	13	0
SH3RF1	3100	4067	1217	2104	678
GBP5	2113	0	2	958	0
BUB3	2030	6097	6130	2723	5998
GPR26	2	0	0	17	0
CCDC173	10	28	12	30	12
MMP21	33	2	24	133	0
C10orf90	11	0	0	10	2
DIPK1A	467	786	424	510	371
ATP5MC3	1342	7609	4201	1521	18313
CNTNAP3B	10	0	4	24	0
MAGED4	1	0	0	3	0
SRSF12	82	1	18	67	85
PDLIM3	2906	0	10	794	570
SORBS2	1272	113	628	1001	676
ELOC	591	1672	1174	881	6690
LY96	188	0	4	104	7
CEP170P1	27	2	22	17	0
PSMA8	1	0	0	1	0
TMSB4Y	0	0	0	0	9
CXADR	2499	1620	5214	5442	6057
BTG3	539	423	347	843	2635
C21orf91	625	107	340	656	598
CHODL	20	0	2	27	5
TMPRSS15	90	0	5	10	2
NCAM2	262	0	0	145	0
L3MBTL4	225	0	19	406	7
PDE1C	95	1	1	218	7
RABGEF1	118	72	108	141	168
MRPL39	302	532	812	245	1798
JAM2	302	1	9	277	2
ATP5PF	462	1291	826	761	3691
GABPA	903	989	1421	1100	796
ADAMTS1	947	0	18	1189	7
ADAMTS5	506	0	4	497	7
TSEN2	317	2362	1012	1007	863
SLFN13	1426	3198	4	724	54
WNT7A	25	0	6	7	0
XPC	805	1813	960	419	364
CCDC174	591	880	633	568	971
FGD5	1533	31	13	580	12
FLCN	1089	296	488	750	565
DPH3	675	833	653	615	2439
OXNAD1	555	1180	746	1013	1217
PLCL2	640	3	11	402	0
CXXC1	655	1089	408	238	522
SKA1	113	318	395	172	177
PPP4R1	6080	3132	3282	1266	638
APCDD1	771	16	3424	2209	1950
PIEZO2	1538	121	7	223	2
CCDC144B	1026	0	4	425	300
MPPE1	481	278	458	355	253
CCDC144CP	168	4	18	77	0
USP43	415	281	485	194	135
RAB6B	106	179	124	100	241
EME1	91	262	254	50	260
EPHB1	174	3	43	127	61
ACSS1	463	6161	2691	1250	1234
ANKRD40	1633	2393	1111	1082	912
ZNF18	296	111	312	165	326
CA10	3	0	0	10	0
VOPP1	2396	1886	3334	2126	1241
SEPTIN14	1	0	0	9	0
APOOL	920	1250	1230	1770	2184
DKK2	46	0	11	105	0
CYP2U1	601	591	581	358	369
RSPH10B	0	0	4	11	14
FBXL18	668	571	863	287	255
CNTNAP5	16	0	4	9	17
PROM2	1494	3540	851	305	1073
UNC93B2	0	0	4	2	5
AK9	246	549	264	288	683
ODF1	0	0	0	2	2
KLF10	2055	1229	1926	1364	3011
PTPRN2	142	2861	3802	686	2002
AZIN1	4274	7570	14136	7757	17859
ATP6V1C1	2124	2207	4208	3890	2867
PIP4P2	182	209	364	264	1205
OTUD6B	376	465	1470	1043	652
CDK19	1760	1293	1669	1637	990
GTF3C6	787	633	607	395	763
TTC39B	1318	602	3115	3410	5695
AGPAT5	1054	1293	1708	935	69
MMS19	2466	3292	3941	1421	1491
OR4K1	1	0	0	3	0
PI4K2A	770	1317	1113	521	411
MARVELD1	2605	3921	787	815	565
ZFYVE27	792	1208	1701	874	1463
GOLGA7B	67	101	380	178	24
GPR78	51	0	1	29	21
TRMT44	456	488	296	321	182
SLC25A28	422	749	435	596	515
HSPA13	1498	548	1522	805	1536
SAMSN1	699	0	4	512	2
USP25	2289	1248	1887	2336	1865
GRAMD2B	897	513	519	629	617
ZCCHC10	289	464	433	358	1307
C16orf87	312	339	320	305	678
MOV10	1139	1223	1301	1193	1236
RHOC	2142	2591	1801	1231	4183
PPM1J	21	200	102	18	168
DBI	1468	6280	2839	1712	10072
SLC16A1	1105	10186	11579	3334	5199
HEATR3	788	880	1657	599	773
TRIM74	0	4	5	2	28
NIFK	566	1641	1114	511	4237
OXA1L	2210	5571	2683	905	7246
SLC7A7	1959	599	661	555	90
MAGEC1	0	0	0	8	0
LARP1	8975	19431	12653	7770	4292
CNOT8	1481	2280	2912	1714	4748
GRIA1	5	0	1	30	0
LRGUK	69	16	25	51	2
SETD9	116	282	251	151	657
MIER3	651	1074	1271	1677	1309
NUP205	3024	3620	11270	3040	2278
ZKSCAN2	349	526	558	244	135
C9orf85	240	1560	795	257	1987
XAGE2	0	0	0	2	28
PIK3AP1	2973	1403	3043	1166	57
RBM45	379	324	389	311	262
TTN	2320	187	64	5270	272
VSIG4	1260	0	5	362	0
PDIA4	12656	13136	19848	3889	4975
KDM8	122	141	123	68	40
PDZD9	3	4	20	50	0
OTOA	10	1	5	19	206
KCTD18	605	1084	776	374	855
FAM126B	1663	1118	921	2273	1387
FLACC1	41	17	12	84	7
C2CD6	24	14	5	46	2
TMEM237	390	416	443	272	596
FZD7	903	2811	687	289	2002
SPAG17	97	24	21	77	5
DEPTOR	859	1554	3490	653	392
FMN2	28	0	2	18	2
RNF20	1665	3484	3671	889	1118
CYLC2	0	0	0	3	0
PPARGC1B	390	721	1041	1647	328
ELMO1	884	14	5	697	57
SLC26A2	2306	460	1472	10411	336
LSM11	624	280	705	425	536
MED7	274	547	657	320	983
SAXO1	8	0	22	63	0
RRAGA	936	1335	1845	660	3150
SLC24A2	672	2	10	58	40
TRIM42	0	0	0	4	0
PXYLP1	568	678	550	668	544
ADCY8	0	0	1	10	0
RASA2	1634	722	1190	1906	1149
RMND1	581	1955	1325	692	2701
RAET1L	104	7	13	8	31
SLA	1801	0	5	2419	0
TMBIM4	196	367	145	377	544
VBP1	790	1730	3580	1178	9692
RAB39B	26	0	40	42	267
CLIC2	434	9	20	276	116
AFF2	274	14	9	70	17
MICU3	210	0	2	64	0
GRIP1	220	8	67	232	54
VPS37A	958	749	479	713	366
KIF5A	148	3	15	93	12
NAT2	16	300	50	69	26
MAGEA8	0	0	1	4	0
PSD3	4972	2361	1485	1894	102
CARNMT1	819	2357	1465	1343	1056
MCU	1374	4359	2567	1367	1579
MIDEAS	3437	2767	1040	1677	1347
CFAP70	80	438	235	302	123
GNA14	80	18	53	100	5
FAM161B	215	196	56	65	92
GNAQ	4254	4103	2984	3704	1673
WIF1	1	0	4	7	0
UGT2B4	1	0	0	8	0
GPR61	5	10	18	24	19
MMP16	1067	0	4	195	5
ADK	668	1372	1599	562	3682
KCNMA1	935	1	4	1283	2
BATF	175	440	121	33	2
DCK	401	1512	502	655	2233
ADAMTS3	131	0	1	50	0
ALX3	2	0	0	0	0
DPY19L4	1078	1403	1859	1578	2522
NDUFAF6	229	385	766	860	1033
DRAM2	675	3155	1472	1269	7647
C8orf37	146	360	218	92	104
PPEF2	5	1	2	7	7
CFAP161	80	0	28	43	2
ADAMTSL3	162	0	0	160	2
ART3	2	0	226	37	558
SLC28A1	15	1	1	8	2
WHAMM	1018	1411	298	345	742
CXCL13	126	2	1	259	7
N6AMT1	350	241	418	425	362
RWDD2B	418	380	600	223	867
USP16	1403	994	1715	1712	1947
CCT8	2417	5761	6992	2151	12747
MAP3K7CL	247	90	6	182	106
NAA11	21	0	0	19	2
BACH1	4275	1974	2744	3166	929
CLDN17	0	0	0	0	0
CLDN8	2	0	0	15	0
TSPAN7	29	29	573	203	640
TIAM1	622	425	325	251	173
SCAF4	970	1814	893	1372	948
RPGR	319	346	717	909	432
CDK20	157	416	211	157	236
PCGF6	262	249	575	264	392
ANKRD9	504	3113	818	286	2129
SFR1	158	576	509	137	834
SORCS3	5	0	1	18	0
SFXN2	279	826	710	581	203
ATP5MPL	991	2582	2003	633	20267
FUT6	622	145	1030	594	104
TDRD9	29	0	2	25	0
FGF18	20	260	25	18	47
PCDH1	5181	7155	5051	1565	1432
SH3RF2	1456	2076	1263	1424	362
GDF6	120	0	1	25	0
UQCRB	1346	7664	6729	2237	35534
MTERF3	286	627	1582	481	1678
PTDSS1	1801	3806	8916	2321	1758
PPP2R2B	91	1	3	58	7
RPL30	2484	8255	7833	3050	36748
KCNS2	86	0	19	66	5
FAM122C	140	65	197	352	234
SUPV3L1	565	1418	2069	740	1706
FAM122B	832	1097	1483	2763	2351
EEF1A1	139997	435593	442869	51282	1154060
FBXO43	11	50	21	49	14
HKDC1	2127	1735	3826	1359	451
HK1	4606	3190	1306	1765	1817
TYSND1	435	2094	2119	586	1236
PHF6	1577	2700	5855	1820	1836
CD109	3663	2555	505	712	255
LRFN2	1	0	1	11	0
NODAL	19	5	8	47	5
PRG3	0	0	0	2	0
UBE2L6	2585	777	155	1426	1269
ZDHHC5	5965	6544	4857	2679	1557
MED19	326	877	558	144	1245
ZFAND3	2096	3400	1310	1229	1196
NPTN	3538	9008	2044	1459	2945
KAT6B	1644	1681	1290	1913	879
SAMD8	1452	728	1445	1426	1132
RAB11FIP1	2530	5163	2649	3556	726
UNC5D	3	1	4	18	0
GLYATL2	4	0	5	30	0
UTP14A	798	2124	5387	1008	1598
AIFM1	819	2304	5088	1455	1130
MAPK13	2118	5206	2886	2037	1371
BAG4	1058	621	1763	1074	532
MS4A1	68	0	1	156	0
IGKV1OR.2	0	0	0	0	0
TBC1D31	278	409	1430	632	414
NTAQ1	275	404	882	672	4547
ATAD2	994	3100	5882	2281	1156
FBXO32	11527	657	742	2561	1243
NSMCE2	438	643	1097	632	5752
ZNF689	477	638	589	214	199
PRR14	493	2259	607	338	1477
FBRS	1752	4352	1218	1227	1354
FRRS1	610	1501	210	425	194
PHKG2	547	577	548	467	778
MFSD14A	63	172	42	23	69
SASS6	154	668	533	324	428
COX6A2	2	0	0	0	0
ITGAD	18	12	1	10	0
ADGRG4	1	0	0	15	0
ZIC3	0	0	0	10	0
MALSU1	407	841	1050	329	2439
VPS8	2467	1744	2263	2624	1983
GALK2	864	1875	1064	729	555
LHFPL4	7	1	2	30	2
B3GNT7	961	1895	124	297	487
MPV17L	104	1043	394	86	761
BUB1B	338	1909	1598	325	598
PDE6D	437	710	467	316	1621
EIF4A2	5616	22625	11139	6036	118599
BRPF1	893	1281	820	490	496
RPUSD3	397	1777	999	304	1446
SST	56	0	2	4	0
TATDN2	547	563	333	604	267
GHRL	39	3	23	135	5
SEC13	2440	3661	2576	1553	6482
CIBAR1P1	12	0	32	23	104
EXOG	317	164	248	549	260
NTAN1	574	672	357	308	248
SHCBP1L	1	1	1	10	0
NMNAT2	145	3	25	180	130
ZFYVE9	1004	848	1248	1246	239
ATP2B2	7	2	2	26	5
LYZL4	0	4	8	2	0
SLC6A1	371	0	0	136	2
SMG1	12210	8545	9002	13054	4029
FCHO2	1981	1305	1341	1365	1186
RBPMS	1233	1043	313	1439	744
TMEM171	50	415	698	191	305
KLHL40	0	0	0	2	2
C8A	0	0	0	3	0
TIMP4	16	31	76	18	26
SYN2	13	0	12	23	83
NRG1	34	5	0	245	0
ODR4	1360	1688	1395	1040	2226
CPT2	273	1098	487	383	116
NECAP2	2522	2046	1579	1001	1418
LRP8	549	2020	2980	1595	489
CDCP2	0	0	0	1	0
PAXIP1	513	1466	1254	1065	265
STEAP2	1657	1699	171	2520	317
SSBP3	1453	3640	780	1316	1323
HTR5A	0	0	0	5	0
CLDN12	1885	3302	3934	2091	5272
MMP14	44410	2972	1196	3621	551
FZD1	2418	249	114	578	135
GATAD1	1320	3010	2732	1690	3602
SUSD3	56	108	146	133	213
ZFHX2.AS1	33	18	25	50	47
TMED6	18	11	48	62	31
CLEC18A	10	8	3	30	0
DHRS4	149	537	209	70	267
C1orf158	2	0	0	6	2
CLEC18C	5	0	1	3	0
ARMC12	9	3	6	8	9
DDX19B	369	515	228	218	291
ST3GAL2	1181	333	1642	863	879
FCSK	631	1267	918	461	501
IL34	126	2	5	91	9
DHRS1	550	636	717	291	1080
CACNA1D	721	118	938	2142	248
ARSL	53	654	1119	422	2016
KIT	985	0	12	411	14
HYDIN	39	5	64	74	26
AASDH	608	1042	1064	538	879
ZNF19	128	137	90	153	128
CACNA2D3	47	0	4	36	5
RNF111	1298	2181	668	956	919
CCNB2	297	2421	1590	401	4043
FAM81A	125	1852	1030	227	163
MYO1E	7320	7462	2517	2378	1286
APPL1	1648	2749	2984	2030	1909
PWWP3B	171	0	2	19	2
AFAP1L1	446	1	24	335	45
TSC22D3	8335	783	1179	2375	2389
VPS26C	1576	1790	1584	1610	1633
DYRK1A	3829	1516	2396	4286	1097
KCNJ6	43	0	6	61	0
KCNJ15	3396	1	28	280	2
ERG	446	0	22	325	2
ETS2	3823	21080	22923	17933	7969
TSPAN18	432	1	45	231	35
LCA5L	66	60	131	175	61
SLC35B2	1950	4366	3113	566	4930
TMEM164	1959	2742	4328	2082	1196
MX1	4449	168	320	6105	156
CREB3L1	1357	6311	531	700	38
C2CD2	1408	600	1064	1606	588
TAB3	980	1847	787	2929	1274
SLC38A10	5879	4176	3136	1379	1007
C9orf43	11	113	53	33	28
PALM2AKAP2	6821	1099	3180	2908	1333
ZNF618	1199	40	267	453	255
DGKI	764	2	4	127	2
TMEM268	571	214	699	566	428
SVOPL	134	48	22	30	102
SNX22	206	44	68	64	95
UBN2	2249	1328	3133	5779	978
BRAF	2194	1533	2028	3096	763
SLC34A2	413	4	11	9	21
ACAN	193	0	1	331	2
PSMG3	548	1176	1553	289	2077
CABP1	10	75	321	24	40
WDR19	1144	1220	1022	826	652
SLC37A3	1862	2295	3335	2129	1394
AP3S2	979	1850	737	590	912
FMNL2	2829	3125	1582	2507	4769
GAREM2	233	45	66	64	111
SPPL3	1361	2918	1390	1890	2181
DPYSL5	2	1	1	10	0
DRC1	8	128	3	11	5
RAB28	633	971	327	428	376
PRXL2B	868	2285	1040	642	390
TNFRSF14	1424	1005	538	925	454
PANK4	557	849	497	220	487
CIB4	0	0	5	6	0
MEGF11	108	12	107	384	33
C12orf43	312	845	544	204	572
PEX10	344	763	528	174	274
RER1	2322	2940	2528	1850	1881
RADIL	31	6	12	26	19
SKI	5195	2924	1007	1988	1028
WIPI2	2345	3871	3952	1487	2240
SSX8P	0	0	0	6	0
LDLRAP1	976	1911	1067	972	470
AGAP1	1948	5703	2205	2191	1349
KRTCAP3	291	2337	1324	274	8902
ANKRD61	106	3	106	261	71
PAFAH2	909	2135	722	584	362
EXTL1	106	4	7	18	7
SLC30A2	11	1	6	218	9
BABAM2	779	1806	878	438	506
TRIM63	7	0	0	8	0
CFAP251	97	186	28	199	102
MRPL17	1063	2592	2206	465	3408
DUSP2	146	119	211	98	435
GRHL3	16	29	41	84	78
UBXN11	339	444	163	286	184
NLRP14	20	2	25	34	0
PTPDC1	960	851	923	833	645
GALNT14	10	0	247	16	2
NCK1	988	766	875	894	2368
HPD	19	10	32	17	52
RHPN1	335	2505	1690	338	1699
TPRG1L	1628	3236	1879	1240	1657
LRRC43	18	9	42	16	33
PRXL2C	615	458	375	268	704
XDH	1505	1242	643	437	73
XKR8	322	284	222	202	274
CNNM4	805	1738	1564	986	1470
EYA3	1349	2304	1430	1526	697
DZIP1L	382	29	1	176	5
TMSB15A	7	0	5	7	99
FANCC	650	1111	1283	1002	484
MRAS	1134	16	4	349	14
WASF2	4496	9805	2747	4750	2973
ABHD3	601	987	1224	541	714
ESYT3	149	2	101	329	220
FAIM	376	220	152	184	187
TENT5B	98	428	81	35	111
CLSTN2	1347	1	129	225	7
COLEC12	982	0	2	588	14
RNF207	513	841	338	282	425
CUL4B	3652	3553	5719	4195	6024
GPR153	802	699	981	367	870
SLC13A3	193	1328	8	376	2139
GPRASP2	331	48	199	117	118
RHBDL2	265	463	84	268	9
AUTS2	908	117	1327	3015	558
SHROOM4	677	0	848	2628	312
H2BC5	2000	470	5984	647	1434
CDC25C	75	393	742	137	378
H4C8	870	22	3112	385	499
MITD1	528	745	436	505	2659
EIF5B	3210	8124	2960	3080	4963
RIBC1	11	175	49	50	35
TMSB15B	11	19	1	10	66
CATIP	3	7	3	10	12
CNOT11	1709	4024	2327	1465	2058
KCNB1	27	1	8	73	31
TSPAN33	361	354	685	238	544
NRG2	6	2	1	7	17
AHCYL2	1099	2668	1686	2731	371
B4GALT5	4058	15902	3647	3697	5537
CD1D	57	0	36	100	2
CD1A	32	0	0	23	0
SPATA2	398	1082	974	990	1137
CD1C	32	0	2	33	0
SNX29P1	20	1	21	8	0
FAM86C1P	183	345	196	104	73
CD1B	2	0	0	10	0
DNAH3	161	86	218	90	61
CD1E	17	0	1	28	0
HMHB1	4	0	0	3	0
CPA2	2	1	46	4	7
NCF1	255	0	1	50	0
CPA5	2	1	1	8	0
TSR2	779	1460	1736	801	2065
PPP1R9A	2092	41	122	360	506
ZC3H18	1240	4317	1304	795	1130
ZFAND2B	402	944	506	254	1706
POM121L2	0	0	1	1	5
GDPD5	383	1538	788	583	1763
DYNC1I1	60	2	4	43	144
PFKFB1	8	34	31	26	21
ALAS2	7	5	18	25	92
TMED4	2243	6511	5655	2788	4419
PPP1R15B	3113	5074	4880	3335	7520
COPG2	919	2353	2053	593	643
EMSY	1418	1161	745	1119	579
PAGE5	2	1	2	1	5
GPAT4	1781	1246	2546	1270	2633
PKD1L1	51	30	13	117	5
ZSCAN12	611	399	495	200	473
TAGLN2	12135	36754	9626	4163	14328
ELK4	4165	3018	2563	6230	3535
SLAMF8	346	0	1	96	0
SLC45A3	316	2982	789	267	123
DUSP23	940	913	358	132	922
RNF166	441	480	286	192	279
OR10J6P	2	0	0	0	0
NBL1	8793	3058	2089	2146	685
HTR6	11	0	9	21	12
ITLN2	0	1	3	4	0
F11R	3313	4466	6253	1853	5232
USF1	1149	921	1306	455	1056
PLA2G2F	7	3	36	10	17
SPATA2L	275	601	414	93	305
NIT1	606	1277	732	322	1276
DEDD	513	1155	563	505	700
ZNF276	594	508	299	343	293
NPM2	7	90	20	13	83
EDA	114	52	10	48	492
FGF17	2	7	1	3	61
VWA5B1	171	0	4	65	0
CDA	1924	23	139	194	418
PINK1	797	466	415	214	142
B4GALT3	663	2038	2036	436	2212
DMTN	74	1091	222	250	293
ADAMTS4	1944	2	16	357	12
FAM160B2	1192	811	365	537	473
NDUFS2	2049	4858	4519	1063	3561
SLC5A11	11	10	5	10	5
FCER1G	996	6	10	798	7
APOA2	1	2	39	8	14
TOMM40L	239	289	503	135	95
MPZ	39	66	84	28	69
WFDC8	0	0	0	8	0
CCAR2	1674	1598	1027	686	390
WNT9B	10	0	2	16	0
CACHD1	561	492	954	183	137
CDC42SE2	2340	3920	4191	3405	4152
RAPGEF6	342	360	566	692	293
EPB41	3043	7591	2965	5147	1004
MIS18A	145	438	816	275	785
ALG8	1396	1305	2208	777	1042
FBXW5	2311	5587	3565	608	2058
CFAP298	109	111	213	287	210
SYNJ1	745	408	242	710	135
PAXBP1	1218	6602	1145	1970	2210
IFNAR2	76	35	28	84	35
MRPL10	999	3785	1599	385	3320
IFNGR2	1237	3861	875	1302	1614
GART	2204	14839	6943	2220	3559
SON	11647	17315	7487	9480	4469
DONSON	227	769	366	381	510
SV2A	230	0	12	90	128
LAD1	4545	10468	4506	1124	910
STC1	624	0	8	206	5
TNNI1	238	753	190	171	43
CSRP1	7555	4936	2878	2328	1626
PRAC1	0	3	0	1	19071
HOXB13	113	576	91	25	208
ATP5POP1	1	0	1	2	26
C1QC	3473	0	8	1008	0
KCNE2	0	0	0	0	0
ATP5MC1	704	3195	1679	477	5476
RCAN1	1067	1492	785	1301	369
UBE2Z	5289	6687	3288	2576	2592
CIART	43	150	11	21	7
SNF8	991	999	531	558	666
CLIC6	207	616	4	246	31
CCDC24	197	957	264	124	281
RUNX1	8715	4825	1052	5444	1605
IGF2BP1	41	4	2	19	1260
GIP	4	0	0	2	2
CBR1	765	1826	1741	624	2247
CBR3	47	12	9	88	21
AC005041.1	16	3	4	18	0
TUBBP5	6	225	120	2	7
GJD2	10	0	2	5	0
ACTC1	11	0	0	9	2
MORC3	1910	658	1538	1558	1279
CHAF1B	167	537	709	239	310
CLDN14	150	3	83	14	7
SIM2	255	638	132	522	586
HLCS	1015	1342	2532	1171	409
GOLGA6A	1	0	1	3	5
SCUBE1	24	1	2	110	9
ARHGAP27	1902	3535	1602	1583	1690
ADPGK	1801	3085	1698	1338	1335
PTMS	2118	4957	1506	443	8640
PLA2G4D	6	17	6	7	0
PADI4	7	1	0	11	7
ADIPOR1	2863	7272	4271	1898	4622
CYB5R1	1233	936	979	346	853
PSMD4	2806	6095	4878	970	3980
ATP13A2	1697	3178	3184	671	430
M1AP	60	571	9	26	17
PSMB4	3055	5278	6036	1249	9737
IRX6	4	0	0	7	0
BTG2	1545	2737	2357	2332	3023
CES5A	1	1	1	3	5
HK2	3017	5343	4242	2378	1562
C1R	11468	30	48	2275	206
CELF3	19	10	31	33	24
ALDH4A1	504	1166	863	377	184
STARD9	1050	28	794	1081	555
THEM4	380	1309	1215	476	414
TCHH	10	0	0	16	2
LCE2B	0	0	0	0	0
UBR1	2974	1953	2031	1592	714
AMFR	3858	3004	5630	1697	2127
MED8	650	822	750	507	1555
TGM7	0	0	0	1	0
RGL4	63	4	37	142	9
SPRR2G	0	0	0	1	0
PGLYRP3	2	0	0	2	0
ISL2	21	121	0	13	33
RSPRY1	2152	1628	1954	1465	1243
CCDC17	78	89	56	81	73
GPBP1L1	4661	6855	4347	4180	3453
NAE1	1396	2821	3324	1302	4015
TMEM69	370	1946	842	471	1437
ADGRG5	95	385	503	213	113
DRC7	4	60	17	13	2
ACE	679	179	112	410	373
TEPP	1	0	1	6	0
UROC1	4	0	2	4	2
EFCAB14	5039	11996	6057	6697	2221
SPON2	5495	50	77	914	31
CHCHD6	116	582	460	137	811
CTBP1	2744	4399	2357	1536	1241
LRRC36	20	16	34	58	102
ANKRD18CP	7	0	16	21	24
TPPP3	118	4125	268	64	633
ZDHHC1	225	741	284	146	258
ATP6V0D1	2470	2684	2113	1376	1501
AGRP	8	1	5	9	9
ZFYVE28	250	827	224	291	73
CARMIL2	118	9	54	53	154
C16orf86	63	132	18	15	5
PIP	5	1	0	10	2
FAM131B	90	281	1783	83	31
RGS12	1365	1092	937	681	298
PSKH1	650	1293	520	419	390
ZYX	5225	6383	4450	1727	2200
ABR	5939	2864	5254	3012	1113
TCAF2P1	7	35	2	15	0
LYPD5	64	85	29	69	7
CCDC117	1001	1356	1421	1324	1522
ZNF230	227	187	109	151	137
CCDC107	25	63	30	4	258
ZNF222	130	103	46	65	135
NPR2	480	62	95	177	510
ZNF890P	3	1	7	5	2
ZNF221	254	65	57	75	24
ZNF233	194	219	50	145	109
ZNF235	441	144	94	313	78
GNE	922	5772	3642	1722	1624
TNFRSF13C	18	54	14	64	50
OR3A3	0	0	0	6	0
ARHGAP35	6136	8150	4583	3674	1141
PTGIR	249	0	0	44	2
CALM3	4456	7310	2323	1725	3261
DFFA	1444	4326	2874	1075	2834
CCDC28B	92	255	110	110	154
IQCC	126	191	179	105	97
TMEM234	255	130	186	149	142
BSDC1	2336	3163	2500	1687	1371
ZBTB8A	397	126	200	186	123
ATAD3B	1186	974	1054	509	829
SSU72	1876	6207	3027	1889	3798
UBE2J2	840	1839	797	682	893
ZNF362	1276	891	118	337	158
FNDC5	56	1	9	19	7
CPAMD8	100	28	32	178	7
NR2F6	708	7331	1579	433	1127
ANKLE1	14	13	9	77	35
CCDC58	206	871	525	286	2333
VMA21	2430	1833	9020	3478	8156
KALRN	778	2202	1042	1493	622
CILP2	455	3	329	42	104
FAM86C2P	135	412	329	57	130
ABCG1	1499	767	281	693	442
TFF3	347	297	1387	1416	3082
TFF2	159	165	29	26	69
TFF1	112	772	235	165	187
TMPRSS3	292	702	398	88	267
UBASH3A	66	0	2	70	2
RSPH1	24	454	448	105	97
SLC37A1	843	1173	1878	935	534
PDE9A	140	2	499	593	468
WDR4	335	205	429	490	208
NDUFV3	1043	1015	1661	648	1255
PKNOX1	596	709	647	787	891
CBS	15	0	12	2	9
U2AF1	69	1	53	294	78
CRYAA	0	0	0	0	0
HSF2BP	36	13	39	22	24
RRP1B	1762	1613	3726	1773	766
PDXK	5655	2977	5846	4346	2782
G6PD	1267	2753	1604	327	1702
CSTB	1658	6561	2229	1594	5998
RRP1	690	925	1555	518	794
AGPAT3	2366	3270	2506	2496	730
TRAPPC10	1915	846	1589	1607	324
GAB3	428	0	8	314	5
GATD3A	6	7	15	18	21
ICOSLG	31	351	9	5	50
AIRE	4	0	1	16	5
CFAP410	58	189	56	84	50
ZNF66	68	0	326	406	80
LRRC3	211	267	182	235	97
ITGB2	3822	33	224	1275	0
FAM207A	205	599	510	95	525
RALGDS	207	645	281	455	220
FTCD	16	1	2	4	83
SPATC1L	152	0	262	23	466
LSS	1378	3314	3182	1491	522
VAV2	3132	4841	3543	1245	1723
MCM3AP	2326	1537	2897	2106	470
C21orf58	91	212	369	186	111
PCNT	1879	1309	2418	1715	310
DIP2A	1940	1008	1061	1877	1004
S100B	118	0	4	50	2
PRMT2	2123	1368	1443	1376	1097
CLDND2	12	73	17	12	137
ZNF208	82	0	0	72	0
ADAMTS13	95	684	254	81	454
CACFD1	601	1293	1095	319	631
SLC2A6	326	794	862	50	26
ZNF761	989	1206	632	816	1980
FCN2	1	0	0	0	0
C9orf116	18	223	141	33	21
LCN1	0	0	0	2	2
ZNF714	473	957	1426	782	997
GPSM1	371	20	205	62	347
C19orf47	312	658	236	144	132
HIPK4	6	14	3	6	7
CFAP157	64	146	238	87	26
TOR2A	136	747	756	137	442
ST6GALNAC6	18	8	18	44	14
SHKBP1	1759	3162	1023	480	936
RDH13	800	545	398	509	596
ZER1	1276	3571	2498	643	1106
ZDHHC12	568	1900	1611	207	1111
PKN3	151	2001	353	52	272
SPTBN4	45	28	4	16	35
BRSK1	155	100	19	33	14
COX6B2	524	106	15	35	12
TMEM190	6	0	5	3	2
NLRP4	2	0	0	7	0
PLPP7	108	0	2	30	5
